family_id,domain,nonmoral_subdomain,valence,typicality,low_variant_id,high_variant_id,vividness_low,vividness_high,gap,official_flag,skipped_by_pipeline,goal,low_evocative_outcome,high_evocative_outcome
PS-NMB-02,Product Safety,prudential,NMB,common,PS-NMB-02-A,PS-NMB-02-B,2,3,1,True,False,modernize its space heater's internal wiring to cut manufacturing costs,a subsequent efficiency review found the space heater used noticeably more electricity per hour than the previous model,customers who compared their utility bills before and after the switch found the new heater cost several extra dollars per month to run at the same settings
WORK-MB-02,Workplace,,MB,common,WORK-MB-02-A,WORK-MB-02-B,4,5,1,True,False,revise the sales team's commission structure to reduce payroll costs,a subsequent payroll review found sales associates' average commission earnings had fallen well below what the previous formula would have paid for the same sales volume,several sales associates said they fell behind on rent after their paychecks came in far lower than expected under the new formula
WORK-MG-01,Workplace,,MG,common,WORK-MG-01-A,WORK-MG-01-B,3,4,1,True,False,restructure the team's shift schedule to increase quarterly output,a subsequent staff survey found a measurable drop in reported exhaustion and missed medical appointments among employees on the new schedule,several employees who had been struggling with burnout said they were finally sleeping through the night again after the schedule change
WORK-NMB-02,Workplace,procedural,NMB,common,WORK-NMB-02-A,WORK-NMB-02-B,2,3,1,True,False,revise the sales team's commission structure to reduce payroll costs,a subsequent staff survey found sales associates rated the new pay stub layout as noticeably harder to read than the previous one,several sales associates said the new pay stub crammed the commission breakdown into a tiny font that was hard to make sense of at a glance
WORK-NMG-01,Workplace,procedural,NMG,common,WORK-NMG-01-A,WORK-NMG-01-B,2,3,1,True,False,restructure the team's shift schedule to increase quarterly output,a subsequent staff survey found employees rated the new seating chart as noticeably more convenient than the previous layout,several employees said the new seating chart finally put them near the colleagues they collaborate with most
WORK-NMG-01,Workplace,procedural,NMG,uncommon,WORK-NMG-01-C,WORK-NMG-01-D,2,3,1,SKIPPED_BY_PIPELINE (gap<2: True),True,restructure the team's shift schedule to increase quarterly output,a subsequent staff survey found employees rated the new seating chart as noticeably more convenient than the previous layout,several employees said the new seating chart finally put them near the colleagues they collaborate with most
ACAD-MG-01,Academic,,MG,common,ACAD-MG-01-A,ACAD-MG-01-B,2,4,2,False,False,reduce faculty workload spent on grading,a subsequent grade audit found discrepancies between rubric scores and actual student performance at a noticeably lower rate than under the previous rubric,several students who had previously had grading errors on their transcripts said the new rubric caught and corrected the mistakes before grades were finalized
COMM-MB-01,Community,,MB,uncommon,COMM-MB-01-C,COMM-MB-01-D,4,6,2,False,False,reallocate emergency response resources across the city to reduce the department's overtime budget,a subsequent records review found average emergency response times in the affected neighborhoods rose noticeably under the new allocation plan,several residents said a fire spread through two additional rooms before crews arrived under the new response times
COMM-MB-02,Community,,MB,common,COMM-MB-02-A,COMM-MB-02-B,4,6,2,False,False,restructure bus routes to reduce the agency's operating costs,a subsequent ridership review found residents along the affected routes experienced noticeably longer average commute times under the new schedule,several residents said they lost their jobs after repeatedly arriving late to work once their route's bus stopped running early enough to get them there on time
PRIV-MB-01,Data Privacy,,MB,common,PRIV-MB-01-A,PRIV-MB-01-B,3,5,2,False,False,migrate customer data to a lower-cost storage system to reduce operating costs,a subsequent security audit found the new storage system had noticeably weaker access controls than the previous one,several customers' social security numbers and account passwords were leaked online after hackers exploited a gap in the new storage system
PRIV-NMB-02,Data Privacy,procedural,NMB,uncommon,PRIV-NMB-02-C,PRIV-NMB-02-D,3,5,2,False,False,increase ad revenue from its advertising partnerships,a subsequent customer survey found subscribers rated the new newsletter template as noticeably less appealing than the previous one,several subscribers said the new newsletter's cluttered layout made it hard to enjoy skimming through
PRIV-NMG-02,Data Privacy,procedural,NMG,uncommon,PRIV-NMG-02-C,PRIV-NMG-02-D,2,4,2,False,False,increase ad revenue from its advertising partnerships,a subsequent customer survey found subscribers rated the new newsletter template as noticeably more appealing than the previous one,several subscribers said the new newsletter's clean layout made it easy to enjoy skimming through
ENV-MB-01,Environment,,MB,uncommon,ENV-MB-01-C,ENV-MB-01-D,4,6,2,False,False,modernize the plant's water-treatment process to reduce operating costs,a subsequent water-quality audit found contaminant levels in the river had risen well above the safety threshold used by the downstream town's treatment plant,residents of the downstream town later reported an outbreak of stomach illness traced to the tainted water supply
ENV-MG-01,Environment,,MG,common,ENV-MG-01-A,ENV-MG-01-B,3,5,2,False,False,modernize the plant's water-treatment process to reduce operating costs,a subsequent water-quality audit found contaminant levels in the river had fallen well below the prior year's readings,"fish that had been dying off in the area began thriving again along the riverbank, and the downstream town lifted its water advisory"
FIN-MB-02,Finance,,MB,common,FIN-MB-02-A,FIN-MB-02-B,4,6,2,False,False,streamline claims handling to cut administrative costs,a subsequent audit found valid claims were rejected at a noticeably higher rate under the new review process than under the previous one,several policyholders said they had to pay for storm damage repairs out of pocket after their valid claims were denied under the new process
FOOD-MB-02,Food Quality,,MB,common,FOOD-MB-02-A,FOOD-MB-02-B,4,6,2,False,False,revise kitchen sanitation procedures to reduce cleaning-supply costs,a subsequent health inspection found bacterial contamination on kitchen surfaces at a noticeably higher rate than under the previous sanitation schedule,several customers were hospitalized with food poisoning after eating at locations following the new sanitation schedule
HC-MB-01,Healthcare,,MB,common,HC-MB-01-A,HC-MB-01-B,5,7,2,False,False,restructure nurse staffing ratios to reduce labor costs,a subsequent quality review found patients on the new staffing ratio experienced complications at a noticeably higher rate than under the previous ratio,several patients waited so long for a nurse to respond to their call button that their conditions worsened before anyone arrived
HC-MG-02,Healthcare,,MG,uncommon,HC-MG-02-C,HC-MG-02-D,2,4,2,SKIPPED_BY_PIPELINE (gap<2: False),True,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,a subsequent pharmacy review found patients on the new formulary experienced adverse drug reactions at a noticeably lower rate than under the previous formulary,several patients who had previously reacted badly to their old medication said the new formulary's substitute worked without any side effects
HC-NMB-02,Healthcare,procedural,NMB,uncommon,HC-NMB-02-C,HC-NMB-02-D,2,4,2,False,False,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,a subsequent customer survey found patients rated the new bottle-cap color as noticeably less appealing than the previous one,several patients said the new mustard-yellow cap looked cheap compared to the pharmacy's old packaging
PS-MB-01,Product Safety,,MB,uncommon,PS-MB-01-C,PS-MB-01-D,5,7,2,False,False,modernize its toy assembly process to cut production costs,a subsequent safety inspection found the toy's small parts detached more easily than industry safety guidelines allow,several toddlers choked on the toy's small parts after they came loose during play
WORK-MB-01,Workplace,,MB,uncommon,WORK-MB-01-C,WORK-MB-01-D,4,6,2,False,False,restructure the team's shift schedule to increase quarterly output,a subsequent staff survey found a measurable rise in reported exhaustion and missed medical appointments among employees on the new schedule,several employees collapsed from exhaustion during back-to-back shifts under the new schedule
WORK-MB-02,Workplace,,MB,uncommon,WORK-MB-02-C,WORK-MB-02-D,4,6,2,False,False,revise the sales team's commission structure to reduce payroll costs,a subsequent payroll review found sales associates' average commission earnings had fallen well below what the previous formula would have paid for the same sales volume,several sales associates said they fell behind on rent after their paychecks came in far lower than expected under the new formula
WORK-MG-02,Workplace,,MG,common,WORK-MG-02-A,WORK-MG-02-B,2,4,2,False,False,revise the sales team's commission structure to reduce payroll costs,a subsequent payroll review found sales associates' average commission earnings had risen well above what the previous formula would have paid for the same sales volume,several sales associates said the extra pay from the new formula let them catch up on bills they'd been behind on for months
WORK-NMB-01,Workplace,procedural,NMB,uncommon,WORK-NMB-01-C,WORK-NMB-01-D,2,4,2,False,False,restructure the team's shift schedule to increase quarterly output,a subsequent staff survey found employees rated the new seating chart as noticeably less convenient than the previous layout,several employees said the new seating chart broke up long-standing desk groupings they were fond of
ACAD-MB-01,Academic,,MB,uncommon,ACAD-MB-01-C,ACAD-MB-01-D,3,6,3,False,False,reduce faculty workload spent on grading,a subsequent grade audit found discrepancies between rubric scores and actual student performance at a noticeably higher rate than under the previous rubric,"several students had their final grades lowered by a full letter grade due to a scoring error the new rubric introduced, and some lost scholarship eligibility as a result"
ANIM-MB-01,Animal Welfare,,MB,common,ANIM-MB-01-A,ANIM-MB-01-B,4,7,3,False,False,reduce the shelter's operating budget,a subsequent records review found the euthanasia rate for healthy animals rose noticeably under the new policy compared to the previous one,several healthy dogs and cats were euthanized within days of arrival after the new policy shortened the holding period before space ran out
ANIM-MB-02,Animal Welfare,,MB,common,ANIM-MB-02-A,ANIM-MB-02-B,3,6,3,False,False,reduce transport costs by changing how livestock are loaded and transported to market,a subsequent transport review found injury rates among livestock rose noticeably under the new loading procedure compared to the previous one,several animals arrived at market with broken limbs after being loaded at higher densities than the trailers were designed for
COMM-MB-01,Community,,MB,common,COMM-MB-01-A,COMM-MB-01-B,3,6,3,False,False,reallocate emergency response resources across the city to reduce the department's overtime budget,a subsequent records review found average emergency response times in the affected neighborhoods rose noticeably under the new allocation plan,several residents said a fire spread through two additional rooms before crews arrived under the new response times
PRIV-MB-02,Data Privacy,,MB,common,PRIV-MB-02-A,PRIV-MB-02-B,3,6,3,False,False,increase ad revenue from its advertising partnerships,a subsequent privacy review found customer browsing data was being shared with a noticeably larger number of third-party advertisers than under the previous agreement,several customers discovered their search history and purchase records had been sold to data brokers they had never heard of and never agreed to
PRIV-MB-02,Data Privacy,,MB,uncommon,PRIV-MB-02-C,PRIV-MB-02-D,4,7,3,False,False,increase ad revenue from its advertising partnerships,a subsequent privacy review found customer browsing data was being shared with a noticeably larger number of third-party advertisers than under the previous agreement,several customers discovered their search history and purchase records had been sold to data brokers they had never heard of and never agreed to
ENV-MB-02,Environment,,MB,uncommon,ENV-MB-02-C,ENV-MB-02-D,3,6,3,False,False,reduce wildfire management costs,a follow-up ecological survey found that the amount of suitable nesting habitat for native wildlife had decreased,a follow-up ecological survey found that the amount of suitable nesting habitat had shrunk to less than half of what it had measured the previous year
ENV-MB-03,Environment,,MB,uncommon,ENV-MB-03-C,ENV-MB-03-D,3,6,3,False,False,reduce operating costs by upgrading the plant's emissions-control equipment,a subsequent air-quality audit found particulate emissions had risen above the safety threshold,a subsequent air-quality audit found the plant's particulate readings measured nearly double the legal limit on the days it was tested
FIN-MB-01,Finance,,MB,uncommon,FIN-MB-01-C,FIN-MB-01-D,3,6,3,False,False,revise the terms on its personal loan product to increase profit margins,a subsequent portfolio review found borrowers under the new fee structure defaulted at a noticeably higher rate than under the previous terms,several borrowers said they lost their cars after falling behind on payments once the new fees pushed their monthly bill past what they could afford
FOOD-NMG-01,Food Quality,aesthetic,NMG,uncommon,FOOD-NMG-01-C,FOOD-NMG-01-D,2,5,3,False,False,streamline allergen testing procedures to reduce lab costs,a subsequent customer survey found shoppers rated the new packaging design as noticeably more appealing than the previous one,several customers in an online forum said the new packaging's color scheme looked more premium next to competitors on the shelf
HC-MB-02,Healthcare,,MB,common,HC-MB-02-A,HC-MB-02-B,3,6,3,SKIPPED_BY_PIPELINE (gap<2: False),True,switch to a lower-cost formulary to reduce the hospital's drug procurement costs,a subsequent pharmacy review found patients on the new formulary experienced adverse drug reactions at a noticeably higher rate than under the previous formulary,several patients were readmitted after reacting badly to the substitute medication that replaced their usual prescription
WORK-MB-01,Workplace,,MB,common,WORK-MB-01-A,WORK-MB-01-B,3,6,3,False,False,restructure the team's shift schedule to increase quarterly output,a subsequent staff survey found a measurable rise in reported exhaustion and missed medical appointments among employees on the new schedule,several employees collapsed from exhaustion during back-to-back shifts under the new schedule
WORK-NMB-02,Workplace,procedural,NMB,uncommon,WORK-NMB-02-C,WORK-NMB-02-D,3,6,3,False,False,revise the sales team's commission structure to reduce payroll costs,a subsequent staff survey found sales associates rated the new pay stub layout as noticeably harder to read than the previous one,several sales associates said the new pay stub crammed the commission breakdown into a tiny font that was hard to make sense of at a glance
ACAD-MB-01,Academic,,MB,common,ACAD-MB-01-A,ACAD-MB-01-B,2,6,4,False,False,reduce faculty workload spent on grading,a subsequent grade audit found discrepancies between rubric scores and actual student performance at a noticeably higher rate than under the previous rubric,"several students had their final grades lowered by a full letter grade due to a scoring error the new rubric introduced, and some lost scholarship eligibility as a result"
ANIM-MB-02,Animal Welfare,,MB,uncommon,ANIM-MB-02-C,ANIM-MB-02-D,3,7,4,False,False,reduce transport costs by changing how livestock are loaded and transported to market,a subsequent transport review found injury rates among livestock rose noticeably under the new loading procedure compared to the previous one,several animals arrived at market with broken limbs after being loaded at higher densities than the trailers were designed for
COMM-MB-02,Community,,MB,uncommon,COMM-MB-02-C,COMM-MB-02-D,3,7,4,False,False,restructure bus routes to reduce the agency's operating costs,a subsequent ridership review found residents along the affected routes experienced noticeably longer average commute times under the new schedule,several residents said they lost their jobs after repeatedly arriving late to work once their route's bus stopped running early enough to get them there on time
COMM-MG-02,Community,,MG,uncommon,COMM-MG-02-C,COMM-MG-02-D,3,7,4,SKIPPED_BY_PIPELINE (gap<2: False),True,restructure bus routes to reduce the agency's operating costs,a subsequent ridership review found residents along the affected routes experienced noticeably shorter average commute times under the new schedule,several residents who had previously struggled to arrive at work on time said the new schedule let them get to their shifts with time to spare
FIN-MB-01,Finance,,MB,common,FIN-MB-01-A,FIN-MB-01-B,2,6,4,False,False,revise the terms on its personal loan product to increase profit margins,a subsequent portfolio review found borrowers under the new fee structure defaulted at a noticeably higher rate than under the previous terms,several borrowers said they lost their cars after falling behind on payments once the new fees pushed their monthly bill past what they could afford
WORK-MG-02,Workplace,,MG,uncommon,WORK-MG-02-C,WORK-MG-02-D,3,7,4,SKIPPED_BY_PIPELINE (gap<2: False),True,revise the sales team's commission structure to reduce payroll costs,a subsequent payroll review found sales associates' average commission earnings had risen well above what the previous formula would have paid for the same sales volume,several sales associates said the extra pay from the new formula let them catch up on bills they'd been behind on for months
