variant_id,family_id,domain,nonmoral_subdomain,valence,typicality,evocativeness,moral_relevance,flagged,flag_detail,goal,common_action,uncommon_action,outcome_verb
PRIV-MB-02-D,PRIV-MB-02,Data Privacy,,MB,uncommon,high,9,False,,increase ad revenue from its advertising partnerships,adopted a data-sharing agreement widely used by comparable companies in the industry,"implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies",expand the sharing of customers' personal browsing data with advertisers without their knowledge
PRIV-MG-01-A,PRIV-MG-01,Data Privacy,,MG,common,low,7,False,,migrate customer data to a lower-cost storage system to reduce operating costs,adopted a storage system widely used by comparable companies in the industry,"implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies",reduce customers' risk of having their personal data exposed in a breach
PRIV-MG-01-C,PRIV-MG-01,Data Privacy,,MG,uncommon,low,7,False,,migrate customer data to a lower-cost storage system to reduce operating costs,adopted a storage system widely used by comparable companies in the industry,"implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies",reduce customers' risk of having their personal data exposed in a breach
PRIV-MG-02-A,PRIV-MG-02,Data Privacy,,MG,common,low,8,False,,increase ad revenue from its advertising partnerships,adopted a data-sharing agreement widely used by comparable companies in the industry,"implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies",reduce the sharing of customers' personal browsing data with advertisers
PRIV-MG-02-B,PRIV-MG-02,Data Privacy,,MG,common,high,8,False,,increase ad revenue from its advertising partnerships,adopted a data-sharing agreement widely used by comparable companies in the industry,"implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies",reduce the sharing of customers' personal browsing data with advertisers
PRIV-MG-02-C,PRIV-MG-02,Data Privacy,,MG,uncommon,low,8,False,,increase ad revenue from its advertising partnerships,adopted a data-sharing agreement widely used by comparable companies in the industry,"implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies",reduce the sharing of customers' personal browsing data with advertisers
PRIV-MG-02-D,PRIV-MG-02,Data Privacy,,MG,uncommon,high,8,False,,increase ad revenue from its advertising partnerships,adopted a data-sharing agreement widely used by comparable companies in the industry,"implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies",reduce the sharing of customers' personal browsing data with advertisers
PRIV-NEU-01-A,PRIV-NEU-01,Data Privacy,,NEU,common,low,2,False,,migrate customer data to a lower-cost storage system to reduce operating costs,adopted a storage system widely used by comparable companies in the industry,"implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies",change the maintenance log's internal file-naming format
PRIV-NEU-01-B,PRIV-NEU-01,Data Privacy,,NEU,common,high,1,False,,migrate customer data to a lower-cost storage system to reduce operating costs,adopted a storage system widely used by comparable companies in the industry,"implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies",change the maintenance log's internal file-naming format
PRIV-NEU-01-C,PRIV-NEU-01,Data Privacy,,NEU,uncommon,low,2,False,,migrate customer data to a lower-cost storage system to reduce operating costs,adopted a storage system widely used by comparable companies in the industry,"implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies",change the maintenance log's internal file-naming format
PRIV-NEU-01-D,PRIV-NEU-01,Data Privacy,,NEU,uncommon,high,2,False,,migrate customer data to a lower-cost storage system to reduce operating costs,adopted a storage system widely used by comparable companies in the industry,"implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies",change the maintenance log's internal file-naming format
PRIV-NEU-02-A,PRIV-NEU-02,Data Privacy,,NEU,common,low,2,False,,increase ad revenue from its advertising partnerships,adopted a data-sharing agreement widely used by comparable companies in the industry,"implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies",change the contract archive's internal file-naming format
PRIV-NEU-02-B,PRIV-NEU-02,Data Privacy,,NEU,common,high,1,False,,increase ad revenue from its advertising partnerships,adopted a data-sharing agreement widely used by comparable companies in the industry,"implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies",change the contract archive's internal file-naming format
PRIV-NEU-02-C,PRIV-NEU-02,Data Privacy,,NEU,uncommon,low,2,False,,increase ad revenue from its advertising partnerships,adopted a data-sharing agreement widely used by comparable companies in the industry,"implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies",change the contract archive's internal file-naming format
PRIV-NEU-02-D,PRIV-NEU-02,Data Privacy,,NEU,uncommon,high,1,False,,increase ad revenue from its advertising partnerships,adopted a data-sharing agreement widely used by comparable companies in the industry,"implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies",change the contract archive's internal file-naming format
PRIV-NMB-01-B,PRIV-NMB-01,Data Privacy,procedural,NMB,common,high,4,False,,migrate customer data to a lower-cost storage system to reduce operating costs,adopted a storage system widely used by comparable companies in the industry,"implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies",change how account settings are organized on the settings page
PRIV-NMB-02-B,PRIV-NMB-02,Data Privacy,procedural,NMB,common,high,1,False,,increase ad revenue from its advertising partnerships,adopted a data-sharing agreement widely used by comparable companies in the industry,"implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies",change the newsletter email's visual template design
PRIV-NMG-01-A,PRIV-NMG-01,Data Privacy,procedural,NMG,common,low,2,False,,migrate customer data to a lower-cost storage system to reduce operating costs,adopted a storage system widely used by comparable companies in the industry,"implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies",change how account settings are organized on the settings page
PRIV-NMG-01-B,PRIV-NMG-01,Data Privacy,procedural,NMG,common,high,2,False,,migrate customer data to a lower-cost storage system to reduce operating costs,adopted a storage system widely used by comparable companies in the industry,"implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies",change how account settings are organized on the settings page
PRIV-NMG-01-C,PRIV-NMG-01,Data Privacy,procedural,NMG,uncommon,low,2,False,,migrate customer data to a lower-cost storage system to reduce operating costs,adopted a storage system widely used by comparable companies in the industry,"implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies",change how account settings are organized on the settings page
PRIV-NMG-01-D,PRIV-NMG-01,Data Privacy,procedural,NMG,uncommon,high,2,False,,migrate customer data to a lower-cost storage system to reduce operating costs,adopted a storage system widely used by comparable companies in the industry,"implemented a custom storage system designed specifically for this company, an approach rarely used by comparable companies",change how account settings are organized on the settings page
PRIV-NMG-02-A,PRIV-NMG-02,Data Privacy,procedural,NMG,common,low,,False,,increase ad revenue from its advertising partnerships,adopted a data-sharing agreement widely used by comparable companies in the industry,"implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies",change the newsletter email's visual template design
PRIV-NMG-02-B,PRIV-NMG-02,Data Privacy,procedural,NMG,common,high,0,False,,increase ad revenue from its advertising partnerships,adopted a data-sharing agreement widely used by comparable companies in the industry,"implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies",change the newsletter email's visual template design
ENV-MB-01-A,ENV-MB-01,Environment,,MB,common,low,10,False,,modernize the plant's water-treatment process to reduce operating costs,switched to a newer treatment process widely used by industry-standard providers,"commissioned a custom, in-house treatment process built specifically for this plant, an approach rarely used by comparable facilities",contaminate the town's water supply
ENV-MB-01-B,ENV-MB-01,Environment,,MB,common,high,10,False,,modernize the plant's water-treatment process to reduce operating costs,switched to a newer treatment process widely used by industry-standard providers,"commissioned a custom, in-house treatment process built specifically for this plant, an approach rarely used by comparable facilities",contaminate the town's water supply
ENV-MB-01-C,ENV-MB-01,Environment,,MB,uncommon,low,10,False,,modernize the plant's water-treatment process to reduce operating costs,switched to a newer treatment process widely used by industry-standard providers,"commissioned a custom, in-house treatment process built specifically for this plant, an approach rarely used by comparable facilities",contaminate the town's water supply
ENV-MB-01-D,ENV-MB-01,Environment,,MB,uncommon,high,10,False,,modernize the plant's water-treatment process to reduce operating costs,switched to a newer treatment process widely used by industry-standard providers,"commissioned a custom, in-house treatment process built specifically for this plant, an approach rarely used by comparable facilities",contaminate the town's water supply
ENV-MB-02-A,ENV-MB-02,Environment,,MB,common,low,8,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",reduce native wildlife's nesting habitat
ENV-MB-02-B,ENV-MB-02,Environment,,MB,common,high,8,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",reduce native wildlife's nesting habitat
ENV-MB-02-C,ENV-MB-02,Environment,,MB,uncommon,low,8,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",reduce native wildlife's nesting habitat
ENV-MB-02-D,ENV-MB-02,Environment,,MB,uncommon,high,8,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",reduce native wildlife's nesting habitat
ENV-MB-03-A,ENV-MB-03,Environment,,MB,common,low,9,False,,reduce operating costs by upgrading the plant's emissions-control equipment,"installed a newer, industry-standard scrubber system widely used by comparable facilities","commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities",raise the plant's particulate emissions above the safety threshold
ENV-MB-03-B,ENV-MB-03,Environment,,MB,common,high,9,False,,reduce operating costs by upgrading the plant's emissions-control equipment,"installed a newer, industry-standard scrubber system widely used by comparable facilities","commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities",raise the plant's particulate emissions above the safety threshold
ENV-MB-03-C,ENV-MB-03,Environment,,MB,uncommon,low,9,False,,reduce operating costs by upgrading the plant's emissions-control equipment,"installed a newer, industry-standard scrubber system widely used by comparable facilities","commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities",raise the plant's particulate emissions above the safety threshold
ENV-MB-03-D,ENV-MB-03,Environment,,MB,uncommon,high,10,False,,reduce operating costs by upgrading the plant's emissions-control equipment,"installed a newer, industry-standard scrubber system widely used by comparable facilities","commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities",raise the plant's particulate emissions above the safety threshold
ENV-MG-01-A,ENV-MG-01,Environment,,MG,common,low,7,False,,modernize the plant's water-treatment process to reduce operating costs,switched to a newer treatment process widely used by industry-standard providers,"commissioned a custom, in-house treatment process built specifically for this plant, an approach rarely used by comparable facilities",improve the river's water quality
ENV-MG-01-B,ENV-MG-01,Environment,,MG,common,high,8,False,,modernize the plant's water-treatment process to reduce operating costs,switched to a newer treatment process widely used by industry-standard providers,"commissioned a custom, in-house treatment process built specifically for this plant, an approach rarely used by comparable facilities",improve the river's water quality
ENV-MG-02-B,ENV-MG-02,Environment,,MG,common,high,7,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",improve native wildlife's nesting habitat
ENV-MG-02-C,ENV-MG-02,Environment,,MG,uncommon,low,7,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",improve native wildlife's nesting habitat
ENV-MG-02-D,ENV-MG-02,Environment,,MG,uncommon,high,6,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",improve native wildlife's nesting habitat
ENV-MG-03-A,ENV-MG-03,Environment,,MG,common,low,7,False,,reduce operating costs by upgrading the plant's emissions-control equipment,"installed a newer, industry-standard scrubber system widely used by comparable facilities","commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities",lower the plant's particulate emissions
ENV-MG-03-C,ENV-MG-03,Environment,,MG,uncommon,low,8,False,,reduce operating costs by upgrading the plant's emissions-control equipment,"installed a newer, industry-standard scrubber system widely used by comparable facilities","commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities",lower the plant's particulate emissions
ENV-MG-03-D,ENV-MG-03,Environment,,MG,uncommon,high,8,False,,reduce operating costs by upgrading the plant's emissions-control equipment,"installed a newer, industry-standard scrubber system widely used by comparable facilities","commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities",lower the plant's particulate emissions
ENV-NEU-01-A,ENV-NEU-01,Environment,,NEU,common,low,2,False,,modernize the plant's water-treatment process to reduce operating costs,switched to a newer treatment process widely used by industry-standard providers,"commissioned a custom, in-house treatment process built specifically for this plant, an approach rarely used by comparable facilities",change the maintenance log's internal format
ENV-NEU-01-B,ENV-NEU-01,Environment,,NEU,common,high,2,False,,modernize the plant's water-treatment process to reduce operating costs,switched to a newer treatment process widely used by industry-standard providers,"commissioned a custom, in-house treatment process built specifically for this plant, an approach rarely used by comparable facilities",change the maintenance log's internal format
ENV-NEU-01-C,ENV-NEU-01,Environment,,NEU,uncommon,low,2,False,,modernize the plant's water-treatment process to reduce operating costs,switched to a newer treatment process widely used by industry-standard providers,"commissioned a custom, in-house treatment process built specifically for this plant, an approach rarely used by comparable facilities",change the maintenance log's internal format
ENV-NEU-01-D,ENV-NEU-01,Environment,,NEU,uncommon,high,1,False,,modernize the plant's water-treatment process to reduce operating costs,switched to a newer treatment process widely used by industry-standard providers,"commissioned a custom, in-house treatment process built specifically for this plant, an approach rarely used by comparable facilities",change the maintenance log's internal format
ENV-NEU-02-A,ENV-NEU-02,Environment,,NEU,common,low,2,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",change the scheduling report's internal file-naming format
ENV-NEU-02-B,ENV-NEU-02,Environment,,NEU,common,high,1,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",change the scheduling report's internal file-naming format
ENV-NEU-02-C,ENV-NEU-02,Environment,,NEU,uncommon,low,1,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",change the scheduling report's internal file-naming format
ENV-NEU-02-D,ENV-NEU-02,Environment,,NEU,uncommon,high,1,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",change the scheduling report's internal file-naming format
ENV-NEU-03-A,ENV-NEU-03,Environment,,NEU,common,low,2,False,,reduce operating costs by upgrading the plant's emissions-control equipment,"installed a newer, industry-standard scrubber system widely used by comparable facilities","commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities",change the air-quality log's internal file format
ENV-NEU-03-B,ENV-NEU-03,Environment,,NEU,common,high,1,False,,reduce operating costs by upgrading the plant's emissions-control equipment,"installed a newer, industry-standard scrubber system widely used by comparable facilities","commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities",change the air-quality log's internal file format
ENV-NEU-03-C,ENV-NEU-03,Environment,,NEU,uncommon,low,2,False,,reduce operating costs by upgrading the plant's emissions-control equipment,"installed a newer, industry-standard scrubber system widely used by comparable facilities","commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities",change the air-quality log's internal file format
ENV-NEU-03-D,ENV-NEU-03,Environment,,NEU,uncommon,high,1,False,,reduce operating costs by upgrading the plant's emissions-control equipment,"installed a newer, industry-standard scrubber system widely used by comparable facilities","commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities",change the air-quality log's internal file format
ENV-NMB-01-A,ENV-NMB-01,Environment,aesthetic,NMB,common,low,4,False,,modernize the plant's water-treatment process to reduce operating costs,switched to a newer treatment process widely used by industry-standard providers,"commissioned a custom, in-house treatment process built specifically for this plant, an approach rarely used by comparable facilities",change the air's odor near the plant
ENV-NMB-01-B,ENV-NMB-01,Environment,aesthetic,NMB,common,high,3,False,,modernize the plant's water-treatment process to reduce operating costs,switched to a newer treatment process widely used by industry-standard providers,"commissioned a custom, in-house treatment process built specifically for this plant, an approach rarely used by comparable facilities",change the air's odor near the plant
ENV-NMB-02-A,ENV-NMB-02,Environment,procedural,NMB,common,low,4,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",increase field crews' workload
ENV-NMB-02-C,ENV-NMB-02,Environment,procedural,NMB,uncommon,low,4,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",increase field crews' workload
ENV-NMB-03-B,ENV-NMB-03,Environment,aesthetic,NMB,common,high,4,False,,reduce operating costs by upgrading the plant's emissions-control equipment,"installed a newer, industry-standard scrubber system widely used by comparable facilities","commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities",change the air's odor near the plant
ENV-NMG-01-A,ENV-NMG-01,Environment,aesthetic,NMG,common,low,4,False,,modernize the plant's water-treatment process to reduce operating costs,switched to a newer treatment process widely used by industry-standard providers,"commissioned a custom, in-house treatment process built specifically for this plant, an approach rarely used by comparable facilities",change the air's odor near the plant
ENV-NMG-01-B,ENV-NMG-01,Environment,aesthetic,NMG,common,high,3,False,,modernize the plant's water-treatment process to reduce operating costs,switched to a newer treatment process widely used by industry-standard providers,"commissioned a custom, in-house treatment process built specifically for this plant, an approach rarely used by comparable facilities",change the air's odor near the plant
ENV-NMG-01-D,ENV-NMG-01,Environment,aesthetic,NMG,uncommon,high,,False,,modernize the plant's water-treatment process to reduce operating costs,switched to a newer treatment process widely used by industry-standard providers,"commissioned a custom, in-house treatment process built specifically for this plant, an approach rarely used by comparable facilities",change the air's odor near the plant
ENV-NMG-02-A,ENV-NMG-02,Environment,procedural,NMG,common,low,2,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",decrease field crews' workload
ENV-NMG-02-B,ENV-NMG-02,Environment,procedural,NMG,common,high,2,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",decrease field crews' workload
ENV-NMG-02-C,ENV-NMG-02,Environment,procedural,NMG,uncommon,low,1,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",decrease field crews' workload
ENV-NMG-02-D,ENV-NMG-02,Environment,procedural,NMG,uncommon,high,2,False,,reduce wildfire management costs,adopted a commercially available vegetation-management schedule already used by many nearby forests,"implemented a custom vegetation-management schedule developed specifically for this forest, an approach rarely used by nearby forests",decrease field crews' workload
ENV-NMG-03-A,ENV-NMG-03,Environment,aesthetic,NMG,common,low,2,False,,reduce operating costs by upgrading the plant's emissions-control equipment,"installed a newer, industry-standard scrubber system widely used by comparable facilities","commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities",change the air's odor near the plant
ENV-NMG-03-B,ENV-NMG-03,Environment,aesthetic,NMG,common,high,2,False,,reduce operating costs by upgrading the plant's emissions-control equipment,"installed a newer, industry-standard scrubber system widely used by comparable facilities","commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities",change the air's odor near the plant
ENV-NMG-03-C,ENV-NMG-03,Environment,aesthetic,NMG,uncommon,low,2,False,,reduce operating costs by upgrading the plant's emissions-control equipment,"installed a newer, industry-standard scrubber system widely used by comparable facilities","commissioned a custom, in-house scrubber system built specifically for this plant, an approach rarely used by comparable facilities",change the air's odor near the plant
FIN-MB-01-A,FIN-MB-01,Finance,,MB,common,low,9,False,,revise the terms on its personal loan product to increase profit margins,adopted a fee structure widely used by comparable lenders in the industry,"implemented a custom fee structure designed specifically for this loan product, an approach rarely used by comparable lenders",increase borrowers' risk of falling into loan default
FIN-MB-01-B,FIN-MB-01,Finance,,MB,common,high,9,False,,revise the terms on its personal loan product to increase profit margins,adopted a fee structure widely used by comparable lenders in the industry,"implemented a custom fee structure designed specifically for this loan product, an approach rarely used by comparable lenders",increase borrowers' risk of falling into loan default
FIN-MB-01-C,FIN-MB-01,Finance,,MB,uncommon,low,9,False,,revise the terms on its personal loan product to increase profit margins,adopted a fee structure widely used by comparable lenders in the industry,"implemented a custom fee structure designed specifically for this loan product, an approach rarely used by comparable lenders",increase borrowers' risk of falling into loan default
FIN-MB-01-D,FIN-MB-01,Finance,,MB,uncommon,high,9,False,,revise the terms on its personal loan product to increase profit margins,adopted a fee structure widely used by comparable lenders in the industry,"implemented a custom fee structure designed specifically for this loan product, an approach rarely used by comparable lenders",increase borrowers' risk of falling into loan default
FIN-MB-02-A,FIN-MB-02,Finance,,MB,common,low,9,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",increase policyholders' risk of having valid claims denied
FIN-MB-02-B,FIN-MB-02,Finance,,MB,common,high,9,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",increase policyholders' risk of having valid claims denied
FIN-MB-02-C,FIN-MB-02,Finance,,MB,uncommon,low,9,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",increase policyholders' risk of having valid claims denied
FIN-MB-02-D,FIN-MB-02,Finance,,MB,uncommon,high,9,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",increase policyholders' risk of having valid claims denied
FIN-MG-01-C,FIN-MG-01,Finance,,MG,uncommon,low,7,False,,revise the terms on its personal loan product to increase profit margins,adopted a fee structure widely used by comparable lenders in the industry,"implemented a custom fee structure designed specifically for this loan product, an approach rarely used by comparable lenders",reduce borrowers' risk of falling into loan default
FIN-MG-01-D,FIN-MG-01,Finance,,MG,uncommon,high,8,False,,revise the terms on its personal loan product to increase profit margins,adopted a fee structure widely used by comparable lenders in the industry,"implemented a custom fee structure designed specifically for this loan product, an approach rarely used by comparable lenders",reduce borrowers' risk of falling into loan default
FIN-MG-02-A,FIN-MG-02,Finance,,MG,common,low,7,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",reduce policyholders' risk of having valid claims denied
FIN-MG-02-B,FIN-MG-02,Finance,,MG,common,high,8,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",reduce policyholders' risk of having valid claims denied
FIN-MG-02-D,FIN-MG-02,Finance,,MG,uncommon,high,8,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",reduce policyholders' risk of having valid claims denied
FIN-NEU-01-A,FIN-NEU-01,Finance,,NEU,common,low,2,False,,revise the terms on its personal loan product to increase profit margins,adopted a fee structure widely used by comparable lenders in the industry,"implemented a custom fee structure designed specifically for this loan product, an approach rarely used by comparable lenders",change the loan archive's internal file-naming format
FIN-NEU-01-B,FIN-NEU-01,Finance,,NEU,common,high,2,False,,revise the terms on its personal loan product to increase profit margins,adopted a fee structure widely used by comparable lenders in the industry,"implemented a custom fee structure designed specifically for this loan product, an approach rarely used by comparable lenders",change the loan archive's internal file-naming format
FIN-NEU-01-C,FIN-NEU-01,Finance,,NEU,uncommon,low,2,False,,revise the terms on its personal loan product to increase profit margins,adopted a fee structure widely used by comparable lenders in the industry,"implemented a custom fee structure designed specifically for this loan product, an approach rarely used by comparable lenders",change the loan archive's internal file-naming format
FIN-NEU-01-D,FIN-NEU-01,Finance,,NEU,uncommon,high,1,False,,revise the terms on its personal loan product to increase profit margins,adopted a fee structure widely used by comparable lenders in the industry,"implemented a custom fee structure designed specifically for this loan product, an approach rarely used by comparable lenders",change the loan archive's internal file-naming format
FIN-NEU-02-A,FIN-NEU-02,Finance,,NEU,common,low,2,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",change the claims archive's internal file-naming format
FIN-NEU-02-B,FIN-NEU-02,Finance,,NEU,common,high,1,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",change the claims archive's internal file-naming format
FIN-NEU-02-C,FIN-NEU-02,Finance,,NEU,uncommon,low,2,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",change the claims archive's internal file-naming format
FIN-NEU-02-D,FIN-NEU-02,Finance,,NEU,uncommon,high,1,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",change the claims archive's internal file-naming format
FIN-NMB-01-A,FIN-NMB-01,Finance,procedural,NMB,common,low,2,False,,revise the terms on its personal loan product to increase profit margins,adopted a fee structure widely used by comparable lenders in the industry,"implemented a custom fee structure designed specifically for this loan product, an approach rarely used by comparable lenders",change the loan welcome packet's cover design
FIN-NMB-01-B,FIN-NMB-01,Finance,procedural,NMB,common,high,1,False,,revise the terms on its personal loan product to increase profit margins,adopted a fee structure widely used by comparable lenders in the industry,"implemented a custom fee structure designed specifically for this loan product, an approach rarely used by comparable lenders",change the loan welcome packet's cover design
FIN-NMB-01-C,FIN-NMB-01,Finance,procedural,NMB,uncommon,low,,False,,revise the terms on its personal loan product to increase profit margins,adopted a fee structure widely used by comparable lenders in the industry,"implemented a custom fee structure designed specifically for this loan product, an approach rarely used by comparable lenders",change the loan welcome packet's cover design
FIN-NMB-02-A,FIN-NMB-02,Finance,procedural,NMB,common,low,3,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",change how claim status updates are displayed on the online portal
FIN-NMB-02-B,FIN-NMB-02,Finance,procedural,NMB,common,high,3,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",change how claim status updates are displayed on the online portal
FIN-NMB-02-D,FIN-NMB-02,Finance,procedural,NMB,uncommon,high,4,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",change how claim status updates are displayed on the online portal
FIN-NMG-01-B,FIN-NMG-01,Finance,procedural,NMG,common,high,,False,,revise the terms on its personal loan product to increase profit margins,adopted a fee structure widely used by comparable lenders in the industry,"implemented a custom fee structure designed specifically for this loan product, an approach rarely used by comparable lenders",change the loan welcome packet's cover design
FIN-NMG-02-A,FIN-NMG-02,Finance,procedural,NMG,common,low,2,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",change how claim status updates are displayed on the online portal
FIN-NMG-02-B,FIN-NMG-02,Finance,procedural,NMG,common,high,2,False,,streamline claims handling to cut administrative costs,adopted a claims-review process widely used by comparable insurers,"implemented a custom claims-review process designed specifically for this department, an approach rarely used by comparable insurers",change how claim status updates are displayed on the online portal
